epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
103,6932.63,1.15265,0.71922,0.94537,0.62446,0.5076,0.53603,0.32411,1.25249,0.8631,0.99437,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,128.963,1.14985,0.71013,0.94245,0.6248,0.50688,0.53571,0.32395,1.25248,0.8637,0.99459,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,253.696,1.14683,0.70652,0.94293,0.62335,0.50744,0.53493,0.32357,1.25243,0.86336,0.99466,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,378.52,1.14488,0.70472,0.94171,0.6241,0.5063,0.53495,0.32399,1.25174,0.86308,0.99456,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,502.933,1.14172,0.70106,0.94359,0.62055,0.50791,0.53519,0.32368,1.25236,0.86272,0.9946,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,627.668,1.13956,0.69972,0.94061,0.61745,0.50707,0.53458,0.32359,1.25216,0.86345,0.99464,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,752.316,1.13706,0.69838,0.9397,0.6185,0.50606,0.53445,0.3232,1.25262,0.864,0.9947,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,876.756,1.13674,0.69877,0.9401,0.61976,0.5059,0.53416,0.32311,1.25149,0.86383,0.99449,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,1008.5,1.13608,0.69791,0.93932,0.62011,0.50625,0.53414,0.32324,1.25157,0.86384,0.99456,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,1141.63,1.13599,0.69615,0.94047,0.61229,0.51164,0.5343,0.32305,1.25135,0.86442,0.99445,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,1281.44,1.13537,0.69272,0.93865,0.6156,0.51029,0.5336,0.32324,1.25145,0.86468,0.99461,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,1421.27,1.12984,0.6904,0.93606,0.61757,0.50821,0.53407,0.32314,1.25133,0.86519,0.99449,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,1550.71,1.12597,0.68544,0.93735,0.61446,0.51,0.53303,0.32255,1.25168,0.86529,0.99455,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,1674.14,1.13245,0.68778,0.93577,0.61456,0.50863,0.53289,0.32238,1.25191,0.86542,0.99461,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,1799.83,1.12232,0.68166,0.93541,0.61595,0.50654,0.53289,0.32233,1.25206,0.86568,0.99468,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,1922.58,1.12253,0.67855,0.93318,0.61824,0.50647,0.53289,0.32192,1.25277,0.86613,0.99512,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
119,2045.65,1.12598,0.68091,0.93468,0.6175,0.50442,0.53245,0.32207,1.25296,0.8663,0.99514,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
120,2167.96,1.12154,0.6765,0.9343,0.61847,0.50268,0.53201,0.32201,1.25347,0.86674,0.995,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
121,2290.29,1.1227,0.67644,0.93418,0.6207,0.50188,0.53177,0.32206,1.25376,0.86727,0.99512,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
122,2412.78,1.11307,0.67168,0.93355,0.61396,0.50419,0.53187,0.32228,1.25458,0.86752,0.99542,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
123,2535.34,1.12178,0.67389,0.93405,0.61608,0.50486,0.53188,0.32203,1.25485,0.86769,0.99565,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,2657.53,1.11103,0.66807,0.9309,0.61295,0.50628,0.53173,0.32191,1.25541,0.86826,0.99547,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,2779.87,1.11566,0.67203,0.93222,0.60942,0.5079,0.5312,0.32162,1.25538,0.86887,0.99556,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
126,2902.2,1.1157,0.6681,0.93281,0.60795,0.50933,0.53116,0.32136,1.25566,0.86926,0.99557,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174,0.00228952,0.000763174
127,3024.63,1.11357,0.66725,0.93102,0.60876,0.50993,0.53093,0.32115,1.25617,0.86958,0.99579,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282,0.00213685,0.000712282
128,3146.59,1.10892,0.66482,0.93119,0.60832,0.50949,0.53086,0.32106,1.25674,0.87001,0.99582,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292,0.00198988,0.000663292
