epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
100,2493.15,1.09847,0.63774,0.90257,0.64224,0.52608,0.55336,0.34193,1.22865,0.84672,0.95982,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,2618.54,1.088,0.63178,0.90232,0.63804,0.5273,0.55149,0.34148,1.22919,0.84816,0.95991,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,2743.86,1.08792,0.62594,0.89988,0.64027,0.52581,0.55105,0.34086,1.23005,0.84863,0.96048,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
103,2869.71,1.09033,0.62903,0.9014,0.64337,0.52692,0.55182,0.34096,1.23057,0.84891,0.96055,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,2994.96,1.08575,0.62445,0.90057,0.63497,0.52997,0.55204,0.34035,1.23187,0.84866,0.96073,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,3120.44,1.08536,0.62356,0.90007,0.63121,0.53248,0.55127,0.34011,1.2324,0.8497,0.96061,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,3245.78,1.07674,0.61984,0.89949,0.63682,0.52976,0.55085,0.34007,1.23311,0.85044,0.96075,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,3371.17,1.08379,0.62107,0.89966,0.63269,0.53306,0.55142,0.33989,1.2328,0.85025,0.96075,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,3498.43,1.0728,0.61373,0.89763,0.63009,0.53333,0.55112,0.33981,1.23324,0.8507,0.96058,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,3623.8,1.07728,0.6183,0.8986,0.62806,0.53341,0.55123,0.33969,1.23378,0.8514,0.9611,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,3749.18,1.07622,0.61311,0.89898,0.63398,0.53048,0.5515,0.33968,1.23429,0.85264,0.96137,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,3874.88,1.07333,0.61264,0.89737,0.63124,0.53365,0.55158,0.34022,1.23469,0.85329,0.9615,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,3999.8,1.07003,0.61016,0.89772,0.62661,0.53526,0.55066,0.33973,1.23443,0.85382,0.9615,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,4125.27,1.06277,0.60352,0.89594,0.63095,0.53176,0.54955,0.33926,1.23427,0.85448,0.9615,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,4250.06,1.06849,0.60818,0.89551,0.62871,0.53296,0.54951,0.33899,1.23412,0.85498,0.96164,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,4375.72,1.06179,0.60331,0.89411,0.62727,0.53447,0.54867,0.33841,1.23464,0.85607,0.96207,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
116,4500.53,1.06912,0.60619,0.89547,0.62624,0.53285,0.54848,0.33831,1.23529,0.85615,0.96239,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143,0.0041143,0.00137143
117,4625.3,1.0618,0.60002,0.89336,0.628,0.52941,0.54785,0.33806,1.23589,0.8571,0.96252,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287,0.00390862,0.00130287
118,4750.32,1.06385,0.60175,0.89525,0.63103,0.52979,0.54786,0.33822,1.23657,0.85746,0.96278,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596,0.00370788,0.00123596
119,4875.3,1.06574,0.60152,0.89474,0.6263,0.53184,0.54799,0.33768,1.23685,0.85794,0.9629,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072,0.00351215,0.00117072
120,5000.01,1.05979,0.59813,0.89374,0.62768,0.53091,0.54794,0.33752,1.23717,0.8577,0.96307,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718,0.00332153,0.00110718
121,5125.4,1.06512,0.60099,0.89469,0.62944,0.52955,0.54734,0.33727,1.23752,0.85835,0.96308,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537,0.0031361,0.00104537
122,6118.59,1.05584,0.59291,0.89349,0.6272,0.52929,0.54682,0.33698,1.23847,0.85881,0.96332,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311,0.00295593,0.000985311
123,6243.54,1.05444,0.59467,0.89283,0.62835,0.52901,0.54671,0.33711,1.23875,0.85914,0.96343,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704,0.00278112,0.00092704
124,6368.69,1.05813,0.59487,0.89239,0.63054,0.52762,0.54637,0.33717,1.23902,0.85957,0.96352,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577,0.00261173,0.000870577
125,6494.16,1.05045,0.59141,0.8918,0.63214,0.52617,0.54599,0.33711,1.23899,0.85996,0.96361,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947,0.00244784,0.000815947
