epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
92,4031.49,1.09667,0.62977,0.90279,0.63058,0.52109,0.54421,0.33509,1.25568,0.87299,0.96827,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211,0.0102663,0.00342211
93,4150.41,1.09127,0.62766,0.90077,0.63634,0.51606,0.54314,0.33396,1.25826,0.87653,0.96808,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457,0.00997371,0.00332457
94,4268.71,1.08565,0.62502,0.90121,0.63966,0.51215,0.54351,0.33388,1.25846,0.87885,0.96902,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778,0.00968335,0.00322778
95,4387.42,1.08252,0.6215,0.9008,0.63653,0.51632,0.54146,0.33298,1.25957,0.88015,0.96866,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318,0.00939539,0.0031318
96,4506.91,1.0861,0.62103,0.89986,0.62645,0.5201,0.542,0.33269,1.26026,0.88031,0.96857,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665,0.00910996,0.00303665
97,4625.71,1.0834,0.62022,0.89936,0.62795,0.51966,0.54185,0.3331,1.26106,0.88095,0.9691,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239,0.00882718,0.00294239
98,4744.5,1.0837,0.61742,0.89945,0.63021,0.52077,0.54328,0.33393,1.25994,0.88193,0.96825,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906,0.00854717,0.00284906
99,4863.16,1.07608,0.61372,0.89852,0.63555,0.51566,0.54273,0.33426,1.25958,0.8802,0.96809,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668,0.00827005,0.00275668
100,4982.21,1.08134,0.61532,0.89885,0.63447,0.51652,0.54254,0.33349,1.26099,0.8799,0.96888,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532,0.00799596,0.00266532
101,5100.96,1.07609,0.61249,0.89555,0.63673,0.51688,0.54178,0.33312,1.26136,0.88034,0.96908,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
102,5219.15,1.07349,0.60948,0.89711,0.63928,0.51401,0.54232,0.33352,1.26288,0.88054,0.96956,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577,0.0074573,0.00248577
103,5337.44,1.07185,0.60871,0.8969,0.64076,0.51063,0.5438,0.33376,1.26305,0.88146,0.96998,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766,0.00719297,0.00239766
104,5456.13,1.06316,0.60097,0.89393,0.63327,0.51779,0.54449,0.33402,1.26202,0.88034,0.96951,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071,0.00693214,0.00231071
105,5575.03,1.06808,0.60416,0.89444,0.62993,0.51745,0.54333,0.334,1.26217,0.88186,0.96964,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497,0.0066749,0.00222497
106,5694,1.06876,0.60216,0.89498,0.63049,0.51562,0.54111,0.33248,1.26257,0.88405,0.97003,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046,0.00642139,0.00214046
107,5812.81,1.06025,0.59704,0.89405,0.63339,0.51457,0.53963,0.3317,1.26336,0.88573,0.97026,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723,0.0061717,0.00205723
108,5931.65,1.06844,0.60114,0.89545,0.62298,0.52123,0.53994,0.33248,1.26334,0.88583,0.97073,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532,0.00592596,0.00197532
109,6050.72,1.06288,0.59615,0.89323,0.63218,0.51672,0.54035,0.33194,1.26378,0.88696,0.97086,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475,0.00568425,0.00189475
110,6169.7,1.05446,0.59198,0.89087,0.62345,0.52206,0.54028,0.33194,1.26452,0.88649,0.97151,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557,0.0054467,0.00181557
111,6287.81,1.05995,0.59353,0.89371,0.62733,0.5173,0.53989,0.332,1.2652,0.88823,0.97182,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378,0.00521341,0.0017378
112,6406.12,1.06066,0.59353,0.89262,0.6334,0.51445,0.53932,0.33143,1.26572,0.88965,0.97194,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149,0.00498448,0.00166149
113,6524.96,1.05786,0.59062,0.89266,0.63054,0.5176,0.53908,0.33138,1.26542,0.88935,0.97217,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667,0.00476,0.00158667
114,6643.9,1.05193,0.58544,0.89089,0.63313,0.51751,0.53863,0.33111,1.26572,0.88874,0.97224,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336,0.00454008,0.00151336
115,6763.57,1.049,0.58306,0.89071,0.6376,0.51441,0.53838,0.33111,1.2659,0.88901,0.9721,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161,0.00432482,0.00144161
